Id	Code	Province	County	City
11548	62224	IL	Saint Clair	Mascoutah
11549	62225	IL	Saint Clair	Scott Air Force Base
11550	62226	IL	Saint Clair	Belleville
11551	62230	IL	Clinton	Breese
11552	62231	IL	Clinton	Carlyle
11553	62232	IL	Saint Clair	Caseyville
11554	62233	IL	Randolph	Chester
11555	62234	IL	Madison	Collinsville
11556	62236	IL	Monroe	Columbia
11557	62237	IL	Randolph	Coulterville
11558	62238	IL	Perry	Cutler
11559	62239	IL	Saint Clair	Dupo
11560	62240	IL	Saint Clair	East Carondelet
11561	62241	IL	Randolph	Ellis Grove
11562	62242	IL	Randolph	Evansville
11563	62243	IL	Saint Clair	Freeburg
11564	62244	IL	Monroe	Fults
11565	62245	IL	Clinton	Germantown
11566	62246	IL	Bond	Greenville
11567	62247	IL	Fayette	Hagarstown
11568	62248	IL	Monroe	Hecker
11569	62249	IL	Madison	Highland
11570	62250	IL	Clinton	Hoffman
11571	62252	IL	Clinton	Huey
11572	62253	IL	Clinton	Keyesport
11573	62254	IL	Saint Clair	Lebanon
11574	62255	IL	Saint Clair	Lenzburg
11575	62256	IL	Monroe	Maeystown
11576	62257	IL	Saint Clair	Marissa
11577	62258	IL	Saint Clair	Mascoutah
11578	62259	IL	Randolph	Menard
11579	62260	IL	Saint Clair	Millstadt
11580	62261	IL	Randolph	Modoc
11581	62262	IL	Bond	Mulberry Grove
11582	62263	IL	Washington	Nashville
11583	62264	IL	Saint Clair	New Athens
11584	62265	IL	Clinton	New Baden
11585	62266	IL	Clinton	New Memphis
11586	62268	IL	Washington	Oakdale
11587	62269	IL	Saint Clair	O Fallon
11588	62271	IL	Washington	Okawville
11589	62272	IL	Randolph	Percy
11590	62273	IL	Bond	Pierron
11591	62274	IL	Perry	Pinckneyville
11592	62275	IL	Bond	Pocahontas
11593	62277	IL	Randolph	Prairie Du Rocher
11594	62278	IL	Randolph	Red Bud
11595	62279	IL	Monroe	Renault
11596	62280	IL	Randolph	Rockwood
11597	62281	IL	Madison	Saint Jacob
11598	62282	IL	Saint Clair	Saint Libory
11599	62284	IL	Bond	Smithboro
11600	62285	IL	Saint Clair	Smithton
11601	62286	IL	Randolph	Sparta
11602	62288	IL	Randolph	Steeleville
11603	62289	IL	Saint Clair	Summerfield
11604	62292	IL	Randolph	Tilden
11605	62293	IL	Clinton	Trenton
11606	62294	IL	Madison	Troy
11607	62295	IL	Monroe	Valmeyer
11608	62297	IL	Randolph	Walsh
11609	62298	IL	Monroe	Waterloo
11610	62301	IL	Adams	Quincy
11611	62305	IL	Adams	Quincy
11612	62306	IL	Adams	Quincy
11613	62311	IL	Hancock	Augusta
11614	62312	IL	Pike	Barry
11615	62313	IL	Hancock	Basco
11616	62314	IL	Pike	Baylis
11617	62316	IL	Hancock	Bowen
11618	62319	IL	Schuyler	Camden
11619	62320	IL	Adams	Camp Point
11620	62321	IL	Hancock	Carthage
11621	62323	IL	Pike	Chambersburg
11622	62324	IL	Adams	Clayton
11623	62325	IL	Adams	Coatsburg
11624	62326	IL	McDonough	Colchester
11625	62329	IL	Hancock	Colusa
11626	62330	IL	Hancock	Dallas City
11627	62334	IL	Hancock	Elvaston
11628	62336	IL	Hancock	Ferris
11629	62338	IL	Adams	Fowler
11630	62339	IL	Adams	Golden
11631	62340	IL	Pike	Griggsville
11632	62341	IL	Hancock	Hamilton
11633	62343	IL	Pike	Hull
11634	62344	IL	Schuyler	Huntsville
11635	62345	IL	Pike	Kinderhook
11636	62346	IL	Adams	La Prairie
11637	62347	IL	Adams	Liberty
11638	62348	IL	Adams	Lima
11639	62349	IL	Adams	Loraine
11640	62351	IL	Adams	Mendon
11641	62352	IL	Pike	Milton
11642	62353	IL	Brown	Mount Sterling
11643	62354	IL	Hancock	Nauvoo
11644	62355	IL	Pike	Nebo
11645	62356	IL	Pike	New Canton
11646	62357	IL	Pike	New Salem
11647	62358	IL	Hancock	Niota
11648	62359	IL	Adams	Paloma
11649	62360	IL	Adams	Payson
11650	62361	IL	Pike	Pearl
11651	62362	IL	Pike	Perry
11652	62363	IL	Pike	Pittsfield
11653	62365	IL	Adams	Plainville
11654	62366	IL	Pike	Pleasant Hill
11655	62367	IL	Hancock	Plymouth
11656	62370	IL	Pike	Rockport
11657	62373	IL	Hancock	Sutter
11658	62374	IL	McDonough	Tennessee
11659	62375	IL	Brown	Timewell
11660	62376	IL	Adams	Ursa
11661	62378	IL	Brown	Versailles
11662	62379	IL	Hancock	Warsaw
11663	62380	IL	Hancock	West Point
11664	62401	IL	Effingham	Effingham
11665	62410	IL	Wabash	Allendale
11666	62411	IL	Effingham	Altamont
11667	62413	IL	Crawford	Annapolis
11668	62414	IL	Effingham	Beecher City
11669	62417	IL	Lawrence	Bridgeport
11670	62418	IL	Fayette	Brownstown
11671	62419	IL	Richland	Calhoun
11672	62420	IL	Clark	Casey
11673	62421	IL	Richland	Claremont
11674	62422	IL	Shelby	Cowden
11675	62423	IL	Clark	Dennison
11676	62424	IL	Effingham	Dieterich
11677	62425	IL	Richland	Dundas
11678	62426	IL	Effingham	Edgewood
11679	62427	IL	Crawford	Flat Rock
11680	62428	IL	Cumberland	Greenup
11681	62431	IL	Shelby	Herrick
11682	62432	IL	Jasper	Hidalgo
11683	62433	IL	Crawford	Hutsonville
11684	62434	IL	Clay	Ingraham
11685	62435	IL	Cumberland	Janesville
11686	62436	IL	Cumberland	Jewett
11687	62438	IL	Shelby	Lakewood
11688	62439	IL	Lawrence	Lawrenceville
11689	62440	IL	Coles	Lerna
11690	62441	IL	Clark	Marshall
11691	62442	IL	Clark	Martinsville
11692	62443	IL	Effingham	Mason
11693	62444	IL	Shelby	Mode
11694	62445	IL	Effingham	Montrose
11695	62446	IL	Wayne	Mount Erie
11696	62447	IL	Cumberland	Neoga
11697	62448	IL	Jasper	Newton
11698	62449	IL	Crawford	Oblong
11699	62450	IL	Richland	Olney
11700	62451	IL	Crawford	Palestine
11701	62452	IL	Richland	Parkersburg
11702	62454	IL	Crawford	Robinson
11703	62458	IL	Fayette	Saint Elmo
11704	62459	IL	Jasper	Sainte Marie
11705	62460	IL	Lawrence	Saint Francisville
11706	62461	IL	Effingham	Shumway
11707	62462	IL	Shelby	Sigel
11708	62463	IL	Shelby	Stewardson
11709	62464	IL	Crawford	Stoy
11710	62465	IL	Shelby	Strasburg
11711	62466	IL	Lawrence	Sumner
11712	62467	IL	Effingham	Teutopolis
11713	62468	IL	Cumberland	Toledo
11714	62469	IL	Coles	Trilla
11715	62471	IL	Fayette	Vandalia
11716	62473	IL	Effingham	Watson
11717	62474	IL	Clark	Westfield
11718	62475	IL	Jasper	West Liberty
11719	62476	IL	Edwards	West Salem
11720	62477	IL	Clark	West Union
11721	62478	IL	Crawford	West York
11722	62479	IL	Jasper	Wheeler
11723	62480	IL	Jasper	Willow Hill
11724	62481	IL	Jasper	Yale
11725	62501	IL	Macon	Argenta
11726	62510	IL	Christian	Assumption
11727	62512	IL	Logan	Beason
11728	62513	IL	Macon	Blue Mound
11729	62514	IL	Macon	Boody
11730	62515	IL	Sangamon	Buffalo
11731	62517	IL	Christian	Bulpitt
11732	62518	IL	Logan	Chestnut
11733	62519	IL	Logan	Cornland
11734	62520	IL	Sangamon	Dawson
11735	62521	IL	Macon	Decatur
11736	62522	IL	Macon	Decatur
11737	62523	IL	Macon	Decatur
11738	62524	IL	Macon	Decatur
11739	62525	IL	Macon	Decatur
11740	62526	IL	Macon	Decatur
11741	62530	IL	Sangamon	Divernon
11742	62531	IL	Christian	Edinburg
11743	62532	IL	Macon	Elwin
11744	62533	IL	Montgomery	Farmersville
11745	62534	IL	Shelby	Findlay
11746	62535	IL	Macon	Forsyth
11747	62536	IL	Sangamon	Glenarm
11748	62537	IL	Macon	Harristown
11749	62538	IL	Montgomery	Harvel
11750	62539	IL	Sangamon	Illiopolis
11751	62540	IL	Christian	Kincaid
11752	62541	IL	Logan	Lake Fork
11753	62543	IL	Logan	Latham
11754	62544	IL	Macon	Macon
11755	62545	IL	Sangamon	Mechanicsburg
11756	62546	IL	Christian	Morrisonville
11757	62547	IL	Christian	Mount Auburn
11758	62548	IL	Logan	Mount Pulaski
11759	62549	IL	Macon	Mt Zion
11760	62550	IL	Christian	Moweaqua
11761	62551	IL	Macon	Niantic
11762	62553	IL	Shelby	Oconee
11763	62554	IL	Macon	Oreana
11764	62555	IL	Christian	Owaneco
11765	62556	IL	Christian	Palmer
11766	62557	IL	Christian	Pana
11767	62558	IL	Sangamon	Pawnee
11768	62560	IL	Montgomery	Raymond
11769	62561	IL	Sangamon	Riverton
11770	62563	IL	Sangamon	Rochester
11771	62565	IL	Shelby	Shelbyville
11772	62567	IL	Christian	Stonington
11773	62568	IL	Christian	Taylorville
11774	62570	IL	Christian	Tovey
11775	62571	IL	Shelby	Tower Hill
11776	62572	IL	Montgomery	Waggoner
11777	62573	IL	Macon	Warrensburg
11778	62601	IL	Morgan	Alexander
11779	62610	IL	Scott	Alsey
11780	62611	IL	Cass	Arenzville
11781	62612	IL	Cass	Ashland
11782	62613	IL	Menard	Athens
11783	62615	IL	Sangamon	Auburn
11784	62617	IL	Mason	Bath
11785	62618	IL	Cass	Beardstown
11786	62621	IL	Scott	Bluffs
11787	62622	IL	Cass	Bluff Springs
11788	62624	IL	Schuyler	Browning
11789	62625	IL	Sangamon	Cantrall
11790	62626	IL	Macoupin	Carlinville
11791	62627	IL	Cass	Chandlerville
11792	62628	IL	Morgan	Chapin
11793	62629	IL	Sangamon	Chatham
11794	62630	IL	Macoupin	Chesterfield
11795	62631	IL	Morgan	Concord
11796	62633	IL	Mason	Easton
11797	62634	IL	Logan	Elkhart
11798	62635	IL	Logan	Emden
11799	62638	IL	Morgan	Franklin
11800	62639	IL	Schuyler	Frederick
11801	62640	IL	Macoupin	Girard
11802	62642	IL	Menard	Greenview
11803	62643	IL	Logan	Hartsburg
11804	62644	IL	Mason	Havana
11805	62649	IL	Macoupin	Hettick
11806	62650	IL	Morgan	Jacksonville
11807	62651	IL	Morgan	Jacksonville
11808	62655	IL	Mason	Kilbourne
11809	62656	IL	Logan	Lincoln
11810	62659	IL	Menard	Lincolns New Salem
11811	62660	IL	Morgan	Literberry
11812	62661	IL	Sangamon	Loami
11813	62662	IL	Sangamon	Lowder
11814	62663	IL	Scott	Manchester
11815	62664	IL	Mason	Mason City
11816	62665	IL	Morgan	Meredosia
11817	62666	IL	Logan	Middletown
11818	62667	IL	Macoupin	Modesto
11819	62668	IL	Morgan	Murrayville
11820	62670	IL	Sangamon	New Berlin
11821	62671	IL	Logan	New Holland
11822	62672	IL	Macoupin	Nilwood
11823	62673	IL	Menard	Oakford
11824	62674	IL	Macoupin	Palmyra
11825	62675	IL	Menard	Petersburg
11826	62677	IL	Sangamon	Pleasant Plains
11827	62681	IL	Schuyler	Rushville
11828	62682	IL	Mason	San Jose
11829	62683	IL	Macoupin	Scottville
11830	62684	IL	Sangamon	Sherman
11831	62685	IL	Macoupin	Shipman
11832	62688	IL	Menard	Tallula
11833	62689	IL	Sangamon	Thayer
11834	62690	IL	Macoupin	Virden
11835	62691	IL	Cass	Virginia
11836	62692	IL	Morgan	Waverly
11837	62693	IL	Sangamon	Williamsville
11838	62694	IL	Scott	Winchester
11839	62695	IL	Morgan	Woodson
11840	62701	IL	Sangamon	Springfield
11841	62702	IL	Sangamon	Springfield
11842	62703	IL	Sangamon	Springfield
11843	62704	IL	Sangamon	Springfield
11844	62705	IL	Sangamon	Springfield
11845	62706	IL	Sangamon	Springfield
11846	62707	IL	Sangamon	Springfield
11847	62708	IL	Sangamon	Springfield
11848	62711	IL	Sangamon	Springfield
11849	62712	IL	Sangamon	Springfield
11850	62713	IL	Sangamon	Springfield
11851	62715	IL	Sangamon	Springfield
11852	62716	IL	Sangamon	Springfield
11853	62719	IL	Sangamon	Springfield
11854	62721	IL	Sangamon	Springfield
11855	62722	IL	Sangamon	Springfield
11856	62723	IL	Sangamon	Springfield
11857	62726	IL	Sangamon	Springfield
11858	62736	IL	Sangamon	Springfield
11859	62739	IL	Sangamon	Springfield
11860	62746	IL	Sangamon	Springfield
11861	62756	IL	Sangamon	Springfield
11862	62757	IL	Sangamon	Springfield
11863	62761	IL	Sangamon	Springfield
11864	62762	IL	Sangamon	Springfield
11865	62763	IL	Sangamon	Springfield
11866	62764	IL	Sangamon	Springfield
11867	62765	IL	Sangamon	Springfield
11868	62766	IL	Sangamon	Springfield
11869	62767	IL	Sangamon	Springfield
11870	62769	IL	Sangamon	Springfield
11871	62776	IL	Sangamon	Springfield
11872	62777	IL	Sangamon	Springfield
11873	62781	IL	Sangamon	Springfield
11874	62786	IL	Sangamon	Springfield
11875	62791	IL	Sangamon	Springfield
11876	62794	IL	Sangamon	Springfield
11877	62796	IL	Sangamon	Springfield
11878	62801	IL	Marion	Centralia
11879	62803	IL	Washington	Hoyleton
11880	62805	IL	Franklin	Akin
11881	62806	IL	Edwards	Albion
11882	62807	IL	Marion	Alma
11883	62808	IL	Washington	Ashley
11884	62809	IL	Wayne	Barnhill
11885	62810	IL	Jefferson	Belle Rive
11886	62811	IL	Wabash	Bellmont
11887	62812	IL	Franklin	Benton
11888	62814	IL	Jefferson	Bluford
11889	62815	IL	Edwards	Bone Gap
11890	62816	IL	Jefferson	Bonnie
11891	62817	IL	Hamilton	Broughton
11892	62818	IL	Edwards	Browns
11893	62819	IL	Franklin	Buckner
11894	62820	IL	White	Burnt Prairie
11895	62821	IL	White	Carmi
11896	62822	IL	Franklin	Christopher
11897	62823	IL	Wayne	Cisne
11898	62824	IL	Clay	Clay City
11899	62825	IL	Franklin	Coello
11900	62827	IL	White	Crossville
11901	62828	IL	Hamilton	Dahlgren
11902	62829	IL	Hamilton	Dale
11903	62830	IL	Jefferson	Dix
11904	62831	IL	Washington	Du Bois
11905	62832	IL	Perry	Du Quoin
11906	62833	IL	Edwards	Ellery
11907	62834	IL	White	Emma
11908	62835	IL	White	Enfield
11909	62836	IL	Franklin	Ewing
11910	62837	IL	Wayne	Fairfield
11911	62838	IL	Fayette	Farina
11912	62839	IL	Clay	Flora
11913	62840	IL	Franklin	Frankfort Heights
11914	62841	IL	Williamson	Freeman Spur
11915	62842	IL	Wayne	Geff
11916	62843	IL	Wayne	Golden Gate
11917	62844	IL	White	Grayville
11918	62846	IL	Jefferson	Ina
11919	62848	IL	Washington	Irvington
11920	62849	IL	Marion	Iuka
11921	62850	IL	Wayne	Johnsonville
11922	62851	IL	Wayne	Keenes
11923	62852	IL	Wabash	Keensburg
11924	62853	IL	Marion	Kell
11925	62854	IL	Marion	Kinmundy
11926	62855	IL	Wabash	Lancaster
11927	62856	IL	Franklin	Logan
11928	62857	IL	Fayette	Loogootee
11929	62858	IL	Clay	Louisville
11930	62859	IL	Hamilton	McLeansboro
11931	62860	IL	Hamilton	Macedonia
11932	62861	IL	White	Maunie
11933	62862	IL	White	Mill Shoals
11934	62863	IL	Wabash	Mount Carmel
11935	62864	IL	Jefferson	Mount Vernon
11936	62865	IL	Franklin	Mulkeytown
11937	62866	IL	Jefferson	Nason
11938	62867	IL	Gallatin	New Haven
11939	62868	IL	Richland	Noble
11940	62869	IL	White	Norris City
11941	62870	IL	Marion	Odin
11942	62871	IL	Gallatin	Omaha
11943	62872	IL	Jefferson	Opdyke
11944	62874	IL	Franklin	Orient
11945	62875	IL	Marion	Patoka
11946	62876	IL	Washington	Radom
11947	62877	IL	Washington	Richview
11948	62878	IL	Wayne	Rinard
11949	62879	IL	Clay	Sailor Springs
11950	62880	IL	Fayette	Saint Peter
11951	62881	IL	Marion	Salem
11952	62882	IL	Marion	Sandoval
11953	62883	IL	Jefferson	Scheller
11954	62884	IL	Franklin	Sesser
11955	62885	IL	Fayette	Shobonier
11956	62886	IL	Wayne	Sims
11957	62887	IL	White	Springerton
11958	62888	IL	Perry	Tamaroa
11959	62889	IL	Jefferson	Texico
11960	62890	IL	Franklin	Thompsonville
11961	62891	IL	Franklin	Valier
11962	62892	IL	Marion	Vernon
11963	62893	IL	Marion	Walnut Hill
11964	62894	IL	Jefferson	Waltonville
11965	62895	IL	Wayne	Wayne City
11966	62896	IL	Franklin	West Frankfort
11967	62897	IL	Franklin	Whittington
11968	62898	IL	Jefferson	Woodlawn
11969	62899	IL	Clay	Xenia
11970	62901	IL	Jackson	Carbondale
11971	62902	IL	Jackson	Carbondale
11972	62903	IL	Jackson	Carbondale
11973	62905	IL	Union	Alto Pass
11974	62906	IL	Union	Anna
11975	62907	IL	Jackson	Ava
11976	62908	IL	Johnson	Belknap
11977	62909	IL	Johnson	Boles
11978	62910	IL	Massac	Brookport
11979	62912	IL	Johnson	Buncombe
11980	62914	IL	Alexander	Cairo
11981	62915	IL	Williamson	Cambria
11982	62916	IL	Jackson	Campbell Hill
11983	62917	IL	Saline	Carrier Mills
11984	62918	IL	Williamson	Carterville
11985	62919	IL	Hardin	Cave In Rock
11986	62920	IL	Union	Cobden
11987	62921	IL	Williamson	Colp
11988	62922	IL	Williamson	Creal Springs
11989	62923	IL	Johnson	Cypress
11990	62924	IL	Jackson	De Soto
11991	62926	IL	Union	Dongola
11992	62927	IL	Jackson	Dowell
11993	62928	IL	Pope	Eddyville
11994	62930	IL	Saline	Eldorado
11995	62931	IL	Hardin	Elizabethtown
11996	62932	IL	Jackson	Elkville
11997	62933	IL	Williamson	Energy
11998	62934	IL	Gallatin	Equality
11999	62935	IL	Saline	Galatia
12000	62938	IL	Pope	Golconda
12001	62939	IL	Johnson	Goreville
12002	62940	IL	Jackson	Gorham
12003	62941	IL	Pulaski	Grand Chain
12004	62942	IL	Jackson	Grand Tower
12005	62943	IL	Johnson	Grantsburg
12006	62946	IL	Saline	Harrisburg
12007	62947	IL	Pope	Herod
12008	62948	IL	Williamson	Herrin
12009	62949	IL	Williamson	Hurst
12010	62950	IL	Jackson	Jacob
12011	62951	IL	Williamson	Johnston City
12012	62952	IL	Union	Jonesboro
12013	62953	IL	Massac	Joppa
12014	62954	IL	Gallatin	Junction
12015	62955	IL	Hardin	Karbers Ridge
12016	62956	IL	Pulaski	Karnak
12017	62957	IL	Alexander	McClure
12018	62958	IL	Jackson	Makanda
12019	62959	IL	Williamson	Marion
12020	62960	IL	Massac	Metropolis
12021	62961	IL	Union	Millcreek
12022	62962	IL	Alexander	Miller City
12023	62963	IL	Pulaski	Mound City
12024	62964	IL	Pulaski	Mounds
12025	62965	IL	Saline	Muddy
12026	62966	IL	Jackson	Murphysboro
12027	62967	IL	Johnson	New Burnside
12028	62969	IL	Alexander	Olive Branch
12029	62970	IL	Pulaski	Olmsted
12030	62971	IL	Jackson	Oraville
12031	62972	IL	Johnson	Ozark
12032	62973	IL	Pulaski	Perks
12033	62974	IL	Williamson	Pittsburg
12034	62975	IL	Jackson	Pomona
12035	62976	IL	Pulaski	Pulaski
12036	62977	IL	Saline	Raleigh
12037	62979	IL	Gallatin	Ridgway
12038	62982	IL	Hardin	Rosiclare
12039	62983	IL	Franklin	Royalton
12040	62984	IL	Gallatin	Shawneetown
12041	62985	IL	Johnson	Simpson
12042	62987	IL	Saline	Stonefort
12043	62988	IL	Alexander	Tamms
12044	62990	IL	Alexander	Thebes
12045	62992	IL	Pulaski	Ullin
12046	62993	IL	Alexander	Unity
12047	62994	IL	Jackson	Vergennes
12048	62995	IL	Johnson	Vienna
12049	62996	IL	Pulaski	Villa Ridge
12050	62997	IL	Perry	Willisville
12051	62998	IL	Union	Wolf Lake
12052	62999	IL	Franklin	Zeigler
12053	46001	IN	Madison	Alexandria
12054	46011	IN	Madison	Anderson
12055	46012	IN	Madison	Anderson
12056	46013	IN	Madison	Anderson
12057	46014	IN	Madison	Anderson
12058	46015	IN	Madison	Anderson
12059	46016	IN	Madison	Anderson
12060	46017	IN	Madison	Anderson
12061	46018	IN	Madison	Anderson
12062	46030	IN	Hamilton	Arcadia
12063	46031	IN	Hamilton	Atlanta
12064	46032	IN	Hamilton	Carmel
12065	46033	IN	Hamilton	Carmel
12066	46034	IN	Hamilton	Cicero
12067	46035	IN	Clinton	Colfax
12068	46036	IN	Madison	Elwood
12069	46037	IN	Hamilton	Fishers
12070	46038	IN	Hamilton	Fishers
12071	46039	IN	Clinton	Forest
12072	46040	IN	Hancock	Fortville
12073	46041	IN	Clinton	Frankfort
12074	46044	IN	Madison	Frankton
12075	46045	IN	Tipton	Goldsmith
12076	46047	IN	Tipton	Hobbs
12077	46048	IN	Madison	Ingalls
12078	46049	IN	Tipton	Kempton
12079	46050	IN	Clinton	Kirklin
12080	46051	IN	Madison	Lapel
12081	46052	IN	Boone	Lebanon
12082	46055	IN	Hancock	McCordsville
12083	46056	IN	Madison	Markleville
12084	46057	IN	Clinton	Michigantown
12085	46058	IN	Clinton	Mulberry
12086	46060	IN	Hamilton	Noblesville
12087	46061	IN	Hamilton	Noblesville
12088	46062	IN	Hamilton	Noblesville
12089	46063	IN	Madison	Orestes
12090	46064	IN	Madison	Pendleton
12091	46065	IN	Clinton	Rossville
12092	46067	IN	Clinton	Sedalia
12093	46068	IN	Tipton	Sharpsville
12094	46069	IN	Hamilton	Sheridan
12095	46070	IN	Madison	Summitville
12096	46071	IN	Boone	Thorntown
12097	46072	IN	Tipton	Tipton
12098	46074	IN	Hamilton	Westfield
12099	46075	IN	Boone	Whitestown
12100	46076	IN	Tipton	Windfall
12101	46077	IN	Boone	Zionsville
12102	46082	IN	Hamilton	Carmel
12103	46085	IN	Hamilton	Fishers
12104	46102	IN	Boone	Advance
12105	46103	IN	Hendricks	Amo
12106	46104	IN	Rush	Arlington
12107	46105	IN	Putnam	Bainbridge
12108	46106	IN	Johnson	Bargersville
12109	46107	IN	Marion	Beech Grove
12110	46110	IN	Shelby	Boggstown
12111	46111	IN	Morgan	Brooklyn
12112	46112	IN	Hendricks	Brownsburg
12113	46113	IN	Morgan	Camby
12114	46115	IN	Rush	Carthage
12115	46117	IN	Hancock	Charlottesville
12116	46118	IN	Hendricks	Clayton
12117	46120	IN	Putnam	Cloverdale
12118	46121	IN	Putnam	Coatesville
12119	46122	IN	Hendricks	Danville
12120	46123	IN	Hendricks	Avon
12121	46124	IN	Johnson	Edinburgh
12122	46125	IN	Morgan	Eminence
12123	46126	IN	Shelby	Fairland
12124	46127	IN	Rush	Falmouth
12125	46128	IN	Putnam	Fillmore
12126	46129	IN	Hancock	Finly
12127	46130	IN	Shelby	Fountaintown
12128	46131	IN	Johnson	Franklin
12129	46133	IN	Fayette	Glenwood
12130	46135	IN	Putnam	Greencastle
12131	46140	IN	Hancock	Greenfield
12132	46142	IN	Johnson	Greenwood
12133	46143	IN	Johnson	Greenwood
12134	46144	IN	Shelby	Gwynneville
12135	46146	IN	Rush	Homer
12136	46147	IN	Boone	Jamestown
12137	46148	IN	Henry	Knightstown
12138	46149	IN	Hendricks	Lizton
12139	46150	IN	Rush	Manilla
12140	46151	IN	Morgan	Martinsville
12141	46154	IN	Hancock	Maxwell
12142	46155	IN	Rush	Mays
12143	46156	IN	Rush	Milroy
12144	46157	IN	Morgan	Monrovia
12145	46158	IN	Morgan	Mooresville
12146	46160	IN	Morgan	Morgantown
12147	46161	IN	Shelby	Morristown
12148	46162	IN	Johnson	Needham
12149	46163	IN	Hancock	New Palestine
12150	46164	IN	Johnson	Nineveh
12151	46165	IN	Hendricks	North Salem
12152	46166	IN	Morgan	Paragon
12153	46167	IN	Hendricks	Pittsboro
12154	46168	IN	Hendricks	Plainfield
12155	46170	IN	Putnam	Putnamville
12156	46171	IN	Putnam	Reelsville
12157	46172	IN	Putnam	Roachdale
12158	46173	IN	Rush	Rushville
12159	46175	IN	Putnam	Russellville
12160	46176	IN	Shelby	Shelbyville
12161	46180	IN	Hendricks	Stilesville
12162	46181	IN	Johnson	Trafalgar
12163	46182	IN	Shelby	Waldron
12164	46183	IN	Marion	West Newton
12165	46184	IN	Johnson	Whiteland
12166	46186	IN	Hancock	Wilkinson
12167	46201	IN	Marion	Indianapolis
12168	46202	IN	Marion	Indianapolis
12169	46203	IN	Marion	Indianapolis
12170	46204	IN	Marion	Indianapolis
12171	46205	IN	Marion	Indianapolis
12172	46206	IN	Marion	Indianapolis
12173	46207	IN	Marion	Indianapolis
12174	46208	IN	Marion	Indianapolis
12175	46209	IN	Marion	Indianapolis
12176	46211	IN	Marion	Indianapolis
12177	46214	IN	Marion	Indianapolis
12178	46216	IN	Marion	Indianapolis
12179	46217	IN	Marion	Indianapolis
12180	46218	IN	Marion	Indianapolis
12181	46219	IN	Marion	Indianapolis
12182	46220	IN	Marion	Indianapolis
12183	46221	IN	Marion	Indianapolis
12184	46222	IN	Marion	Indianapolis
12185	46223	IN	Marion	Indianapolis
12186	46224	IN	Marion	Speedway
12187	46225	IN	Marion	Indianapolis
12188	46226	IN	Marion	Indianapolis
12189	46227	IN	Marion	Indianapolis
12190	46228	IN	Marion	Indianapolis
12191	46229	IN	Marion	Indianapolis
12192	46230	IN	Marion	Indianapolis
12193	46231	IN	Marion	Indianapolis
12194	46234	IN	Marion	Indianapolis
12195	46235	IN	Marion	Indianapolis
12196	46236	IN	Marion	Indianapolis
12197	46237	IN	Marion	Indianapolis
12198	46239	IN	Marion	Indianapolis
12199	46240	IN	Marion	Indianapolis
12200	46241	IN	Marion	Indianapolis
12201	46242	IN	Marion	Indianapolis
12202	46244	IN	Marion	Indianapolis
12203	46247	IN	Marion	Indianapolis
12204	46249	IN	Marion	Indianapolis
12205	46250	IN	Marion	Indianapolis
12206	46251	IN	Marion	Indianapolis
12207	46253	IN	Marion	Indianapolis
12208	46254	IN	Marion	Indianapolis
12209	46255	IN	Marion	Indianapolis
12210	46256	IN	Marion	Indianapolis
12211	46259	IN	Marion	Indianapolis
12212	46260	IN	Marion	Indianapolis
12213	46262	IN	Marion	Indianapolis
12214	46266	IN	Marion	Indianapolis
12215	46268	IN	Marion	Indianapolis
12216	46274	IN	Marion	Indianapolis
12217	46275	IN	Marion	Indianapolis
12218	46277	IN	Marion	Indianapolis
12219	46278	IN	Marion	Indianapolis
12220	46280	IN	Hamilton	Indianapolis
12221	46282	IN	Marion	Indianapolis
12222	46283	IN	Marion	Indianapolis
12223	46285	IN	Marion	Indianapolis
12224	46290	IN	Hamilton	Indianapolis
12225	46291	IN	Marion	Indianapolis
12226	46295	IN	Marion	Indianapolis
12227	46296	IN	Marion	Indianapolis
